"","Group","Subject","ACCMovWin"
"420",2,19990008,0.25
"421",2,19990008,0
"422",2,19990008,0
"423",2,19990008,0.25
"424",2,19990008,0.25
"425",2,19990008,0.5
"426",2,19990008,0.5
"427",2,19990008,0.5
"428",2,19990008,0.5
"429",2,19990008,0.75
"430",2,19990008,0.75
"431",2,19990008,0.75
"432",2,19990008,0.6
"433",2,19990008,0.6
"434",2,19990008,0.6
"435",2,19990008,0.4
"436",2,19990008,0.6
"437",2,19990008,0.6
"438",2,19990008,0.4
"439",2,19990008,0.2
"440",2,19990008,0.4
"441",2,19990008,0.4
"442",2,19990008,0.4
"443",2,19990008,0.6
"444",2,19990008,0.6
"445",2,19990008,0.4
"446",2,19990008,0.2
"447",2,19990008,0.4
"448",2,19990008,0.4
"449",2,19990008,0.4
"450",2,19990008,0.6
"451",2,19990008,0.8
"452",2,19990008,0.8
"453",2,19990008,0.6
"454",2,19990008,0.8
"455",2,19990008,0.8
"456",2,19990008,0.8
"457",2,19990008,0.8
"458",2,19990008,1
"459",2,19990008,0.8
"460",2,19990008,0.8
"461",2,19990010,0.6
"462",2,19990010,0.8
"463",2,19990010,0.8
"464",2,19990010,0.6
"465",2,19990010,0.6
"466",2,19990010,0.6
"467",2,19990010,0.4
"468",2,19990010,0.6
"469",2,19990010,0.8
"470",2,19990010,0.6
"471",2,19990010,0.6
"472",2,19990010,0.8
"473",2,19990010,0.8
"474",2,19990010,0.8
"475",2,19990010,1
"476",2,19990010,1
"477",2,19990010,1
"478",2,19990010,1
"479",2,19990010,1
"480",2,19990010,1
"481",2,19990010,1
"482",2,19990010,1
"483",2,19990010,1
"484",2,19990010,1
"485",2,19990010,1
"486",2,19990010,1
"487",2,19990010,1
"488",2,19990010,1
"489",2,19990010,1
"490",2,19990010,1
"491",2,19990010,1
"492",2,19990010,1
"493",2,19990010,1
"494",2,19990010,1
"495",2,19990010,1
"496",2,19990010,1
"497",2,19990010,1
"498",2,19990010,1
"499",2,19990010,1
"500",2,19990010,1
"501",2,19990010,0.75
"502",2,19990010,0.8
"503",2,19990010,0.8
"504",2,19990010,0.6
"505",2,19990010,0.6
"506",2,19990010,0.6
"507",2,19990016,0.4
"508",2,19990016,0.6
"509",2,19990016,0.5
"510",2,19990016,0.25
"511",2,19990016,0.5
"512",2,19990016,0.75
"513",2,19990016,0.75
"514",2,19990016,0.8
"515",2,19990016,1
"516",2,19990016,0.8
"517",2,19990016,0.8
"518",2,19990016,0.8
"519",2,19990016,0.8
"520",2,19990016,0.6
"521",2,19990016,0.6
"522",2,19990016,0.4
"523",2,19990016,0.2
"524",2,19990016,0
"525",2,19990016,0
"526",2,19990016,0.2
"527",2,19990016,0.4
"528",2,19990016,0.6
"529",2,19990016,0.8
"530",2,19990016,0.8
"531",2,19990016,0.6
"532",2,19990016,0.4
"533",2,19990016,0.4
"534",2,19990016,0.2
"535",2,19990016,0.2
"536",2,19990016,0.4
"537",2,19990016,0.4
"538",2,19990016,0.25
"539",2,19990016,0.5
"540",2,19990016,0.5
"541",2,19990016,0.5
"542",2,19990016,0.666666666666667
"543",2,19990016,0.5
"544",2,19990016,0.25
"545",2,19990016,0.25
"546",2,19990016,0.25
"547",2,19990016,0.4
"548",2,19990016,0.5
"549",2,19990016,0.75
"550",2,19990016,1
"551",2,19990016,0.75
"552",2,19990016,0.75
