"","Group","Subject","ACCMovWin"
"384",1,18999045,0.8
"385",1,18999045,0.8
"386",1,18999045,0.8
"387",1,18999045,0.8
"388",1,18999045,0.8
"389",1,18999045,1
"390",1,18999045,1
"391",1,18999045,1
"392",1,18999045,1
"393",1,18999045,1
"394",1,18999045,1
"395",1,18999045,1
"396",1,18999045,1
"397",1,18999045,1
"398",1,18999045,1
"399",1,18999045,1
"400",1,18999045,1
"401",1,18999045,1
"402",1,18999045,1
"403",1,18999045,1
"404",1,18999045,1
"405",1,18999045,1
"406",1,18999045,1
"407",1,18999045,1
"408",1,18999045,1
"409",1,18999045,1
"410",1,18999045,1
"411",1,18999045,1
"412",1,18999045,1
"413",1,18999045,1
"414",1,18999045,1
"415",1,18999047,0.25
"416",1,18999047,0.2
"417",1,18999047,0.4
"418",1,18999047,0.4
"419",1,18999047,0.4
"420",1,18999047,0.2
"421",1,18999047,0.2
"422",1,18999047,0.2
"423",1,18999047,0.2
"424",1,18999047,0.4
"425",1,18999047,0.6
"426",1,18999047,0.6
"427",1,18999047,0.4
"428",1,18999047,0.4
"429",1,18999047,0.4
"430",1,18999047,0.2
"431",1,18999047,0.4
"432",1,18999047,0.4
"433",1,18999047,0.6
"434",1,18999047,0.6
"435",1,18999047,0.6
"436",1,18999047,0.6
"437",1,18999047,0.6
"438",1,18999047,0.6
"439",1,18999047,0.4
"440",1,18999047,0.4
"441",1,18999047,0.4
"442",1,18999047,0.6
"443",1,18999047,0.6
"444",1,18999047,0.6
"445",1,18999047,0.8
"446",1,18999047,0.8
"447",1,18999047,0.6
"448",1,18999047,0.4
"449",1,18999047,0.6
"450",1,18999047,0.4
"451",1,18999047,0.2
"452",1,18999047,0.2
"453",1,18999047,0.4
"454",1,18999047,0.4
"455",1,18999047,0.6
"456",1,18999047,0.8
"457",1,18999047,0.8
"458",1,18999047,0.8
"459",1,18999047,0.8
"460",1,18999047,0.8
"461",1,18999052,0.6
"462",1,18999052,0.4
"463",1,18999052,0.4
"464",1,18999052,0.4
"465",1,18999052,0.2
"466",1,18999052,0
"467",1,18999052,0.2
"468",1,18999052,0.2
"469",1,18999052,0.2
"470",1,18999052,0.2
"471",1,18999052,0.2
"472",1,18999052,0
"473",1,18999052,0
"474",1,18999052,0
"475",1,18999052,0
"476",1,18999052,0
"477",1,18999052,0
"478",1,18999052,0
"479",1,18999052,0
"480",1,18999052,0
"481",1,18999052,0
"482",1,18999052,0
"483",1,18999052,0.2
"484",1,18999052,0.2
"485",1,18999052,0.2
"486",1,18999052,0.2
"487",1,18999052,0.2
"488",1,18999052,0
"489",1,18999052,0
"490",1,18999052,0
"491",1,18999052,0
"492",1,18999052,0
"493",1,18999052,0
"494",1,18999052,0
"495",1,18999052,0
"496",1,18999052,0
"497",1,18999052,0
"498",1,18999052,0
"499",1,18999052,0
"500",1,18999052,0
"501",1,18999052,0
"502",1,18999052,0
"503",1,18999052,0
"504",1,18999052,0
"505",1,18999052,0
"506",1,18999052,0
"507",2,18999025,0.8
"508",2,18999025,0.6
"509",2,18999025,0.6
"510",2,18999025,0.4
"511",2,18999025,0.4
"512",2,18999025,0.4
"513",2,18999025,0.4
"514",2,18999025,0.4
"515",2,18999025,0.4
"516",2,18999025,0.4
"517",2,18999025,0.2
"518",2,18999025,0.4
"519",2,18999025,0.4
"520",2,18999025,0.4
"521",2,18999025,0.4
"522",2,18999025,0.4
"523",2,18999025,0.2
"524",2,18999025,0
"525",2,18999025,0.2
"526",2,18999025,0.4
"527",2,18999025,0.6
"528",2,18999025,0.6
"529",2,18999025,0.8
"530",2,18999025,0.6
"531",2,18999025,0.4
"532",2,18999025,0.4
"533",2,18999025,0.4
"534",2,18999025,0.2
"535",2,18999025,0.2
"536",2,18999025,0.2
"537",2,18999025,0.2
"538",2,18999025,0.4
"539",2,18999025,0.6
"540",2,18999025,0.8
"541",2,18999025,1
"542",2,18999025,1
"543",2,18999025,0.8
"544",2,18999025,0.8
"545",2,18999025,0.8
"546",2,18999025,0.8
"547",2,18999025,0.6
"548",2,18999025,0.6
"549",2,18999025,0.6
"550",2,18999025,0.6
"551",2,18999025,0.4
"552",2,18999025,0.4
"553",2,18999027,NA
"554",2,18999027,NA
"555",2,18999027,NA
"556",2,18999027,NA
"557",2,18999027,NA
"558",2,18999027,NA
"559",2,18999027,NA
"560",2,18999027,NA
"561",2,18999027,NA
"562",2,18999027,NA
"563",2,18999027,NA
"564",2,18999027,NA
"565",2,18999027,NA
"566",2,18999027,NA
"567",2,18999027,NA
"568",2,18999027,NA
"569",2,18999027,NA
"570",2,18999027,NA
"571",2,18999027,NA
"572",2,18999027,NA
"573",2,18999027,NA
"574",2,18999027,NA
"575",2,18999027,NA
"576",2,18999027,NA
"577",2,18999027,NA
"578",2,18999027,NA
"579",2,18999027,NA
"580",2,18999027,NA
"581",2,18999027,NA
"582",2,18999027,NA
"583",2,18999027,NA
"584",2,18999027,NA
"585",2,18999027,1
"586",2,18999027,0.5
"587",2,18999027,0.5
"588",2,18999027,0.333333333333333
"589",2,18999027,0.333333333333333
"590",2,18999027,0
"591",2,18999027,0
"592",2,18999027,0
"593",2,18999027,0
"594",2,18999027,0
"595",2,18999027,0
"596",2,18999027,0
"597",2,18999027,0.25
"598",2,18999027,0.25
"599",2,18999029,0.6
"600",2,18999029,0.8
"601",2,18999029,0.8
"602",2,18999029,0.6
"603",2,18999029,0.4
"604",2,18999029,0.4
"605",2,18999029,0.4
"606",2,18999029,0.4
"607",2,18999029,0.6
"608",2,18999029,0.8
"609",2,18999029,1
"610",2,18999029,1
"611",2,18999029,1
"612",2,18999029,1
"613",2,18999029,1
"614",2,18999029,1
"615",2,18999029,1
"616",2,18999029,1
"617",2,18999029,1
"618",2,18999029,1
"619",2,18999029,1
"620",2,18999029,1
"621",2,18999029,0.8
"622",2,18999029,0.8
"623",2,18999029,0.8
"624",2,18999029,0.8
"625",2,18999029,0.8
"626",2,18999029,1
"627",2,18999029,1
"628",2,18999029,1
"629",2,18999029,1
"630",2,18999029,1
"631",2,18999029,1
"632",2,18999029,1
"633",2,18999029,1
"634",2,18999029,1
"635",2,18999029,1
"636",2,18999029,1
"637",2,18999029,1
"638",2,18999029,1
"639",2,18999029,1
"640",2,18999029,1
"641",2,18999029,1
"642",2,18999029,1
"643",2,18999029,1
"644",2,18999029,1
"645",2,18999031,0.6
"646",2,18999031,0.6
"647",2,18999031,0.6
"648",2,18999031,0.6
"649",2,18999031,0.6
"650",2,18999031,0.8
"651",2,18999031,0.6
"652",2,18999031,0.4
"653",2,18999031,0.4
"654",2,18999031,0.4
"655",2,18999031,0.2
"656",2,18999031,0.4
"657",2,18999031,0.6
"658",2,18999031,0.8
"659",2,18999031,0.6
"660",2,18999031,0.6
"661",2,18999031,0.4
"662",2,18999031,0.4
"663",2,18999031,0.2
"664",2,18999031,0.4
"665",2,18999031,0.4
"666",2,18999031,0.4
"667",2,18999031,0.2
"668",2,18999031,0.4
"669",2,18999031,0.4
"670",2,18999031,0.4
"671",2,18999031,0.4
"672",2,18999031,0.4
"673",2,18999031,0.2
"674",2,18999031,0
"675",2,18999031,0
"676",2,18999031,0.2
"677",2,18999031,0.4
"678",2,18999031,0.4
"679",2,18999031,0.6
"680",2,18999031,0.6
"681",2,18999031,0.6
"682",2,18999031,0.6
"683",2,18999031,0.8
"684",2,18999031,0.8
"685",2,18999031,0.8
"686",2,18999031,0.8
"687",2,18999031,0.8
"688",2,18999031,0.8
"689",2,18999031,0.8
"690",2,18999031,1
"691",2,18999033,0.2
"692",2,18999033,0.2
"693",2,18999033,0
"694",2,18999033,0
"695",2,18999033,0
"696",2,18999033,0
"697",2,18999033,0
"698",2,18999033,0
"699",2,18999033,0
"700",2,18999033,0
"701",2,18999033,0
"702",2,18999033,0
"703",2,18999033,0
"704",2,18999033,0
"705",2,18999033,0
"706",2,18999033,0
"707",2,18999033,0
"708",2,18999033,0
"709",2,18999033,0
"710",2,18999033,0
"711",2,18999033,0
"712",2,18999033,0
"713",2,18999033,0
"714",2,18999033,0
"715",2,18999033,0
"716",2,18999033,0
"717",2,18999033,0
"718",2,18999033,0
"719",2,18999033,0
"720",2,18999033,0
"721",2,18999033,0
"722",2,18999033,0
"723",2,18999033,0
"724",2,18999033,0
"725",2,18999033,0
"726",2,18999033,0
"727",2,18999033,0
"728",2,18999033,0
"729",2,18999033,0
"730",2,18999033,0
"731",2,18999033,0
"732",2,18999033,0
"733",2,18999033,0
"734",2,18999033,0
"735",2,18999033,0
"736",2,18999033,0
"737",2,18999035,0.4
"738",2,18999035,0.4
"739",2,18999035,0.2
"740",2,18999035,0.2
"741",2,18999035,0.4
"742",2,18999035,0.6
"743",2,18999035,0.4
"744",2,18999035,0.6
"745",2,18999035,0.6
"746",2,18999035,0.4
"747",2,18999035,0.2
"748",2,18999035,0.2
"749",2,18999035,0
"750",2,18999035,0.2
"751",2,18999035,0.4
"752",2,18999035,0.6
"753",2,18999035,0.6
"754",2,18999035,0.6
"755",2,18999035,0.6
"756",2,18999035,0.4
"757",2,18999035,0.4
"758",2,18999035,0.6
"759",2,18999035,0.8
"760",2,18999035,0.8
"761",2,18999035,1
"762",2,18999035,1
"763",2,18999035,1
"764",2,18999035,1
"765",2,18999035,0.8
"766",2,18999035,0.6
"767",2,18999035,0.6
"768",2,18999035,0.6
"769",2,18999035,0.6
"770",2,18999035,0.6
"771",2,18999035,0.8
"772",2,18999035,0.8
"773",2,18999035,0.6
"774",2,18999035,0.6
"775",2,18999035,0.8
"776",2,18999035,0.8
"777",2,18999035,0.8
"778",2,18999035,1
"779",2,18999035,0.8
"780",2,18999035,0.6
"781",2,18999035,0.4
"782",2,18999035,0.2
"783",2,18999040,0.8
"784",2,18999040,0.8
"785",2,18999040,0.6
"786",2,18999040,0.6
"787",2,18999040,0.6
"788",2,18999040,0.4
"789",2,18999040,0.4
"790",2,18999040,0.4
"791",2,18999040,0.4
"792",2,18999040,0.6
"793",2,18999040,0.8
"794",2,18999040,0.6
"795",2,18999040,0.6
"796",2,18999040,0.4
"797",2,18999040,0.2
"798",2,18999040,0.2
"799",2,18999040,0.4
"800",2,18999040,0.4
"801",2,18999040,0.4
"802",2,18999040,0.6
"803",2,18999040,0.4
"804",2,18999040,0.2
"805",2,18999040,0.2
"806",2,18999040,0.4
"807",2,18999040,0.4
"808",2,18999040,0.6
"809",2,18999040,0.6
"810",2,18999040,0.8
"811",2,18999040,0.6
"812",2,18999040,0.4
"813",2,18999040,0.4
"814",2,18999040,0.6
"815",2,18999040,0.4
"816",2,18999040,0.4
"817",2,18999040,0.4
"818",2,18999040,0.4
"819",2,18999040,0.4
"820",2,18999040,0.4
"821",2,18999040,0.6
"822",2,18999040,0.6
"823",2,18999040,0.4
"824",2,18999040,0.2
"825",2,18999040,0.4
"826",2,18999040,0.2
"827",2,18999040,0.4
"828",2,18999040,0.6
"829",2,18999049,1
"830",2,18999049,0.5
"831",2,18999049,0.666666666666667
"832",2,18999049,0.5
"833",2,18999049,0.4
"834",2,18999049,0.4
"835",2,18999049,0.4
"836",2,18999049,0.4
"837",2,18999049,0.6
"838",2,18999049,0.8
"839",2,18999049,0.8
"840",2,18999049,1
"841",2,18999049,1
"842",2,18999049,1
"843",2,18999049,1
"844",2,18999049,1
"845",2,18999049,1
"846",2,18999049,1
"847",2,18999049,1
"848",2,18999049,1
"849",2,18999049,1
"850",2,18999049,1
"851",2,18999049,1
"852",2,18999049,1
"853",2,18999049,1
"854",2,18999049,1
"855",2,18999049,1
"856",2,18999049,1
"857",2,18999049,1
"858",2,18999049,1
"859",2,18999049,1
"860",2,18999049,1
"861",2,18999049,1
"862",2,18999049,1
"863",2,18999049,1
"864",2,18999049,1
"865",2,18999049,1
"866",2,18999049,1
"867",2,18999049,1
"868",2,18999049,1
"869",2,18999049,1
"870",2,18999049,1
"871",2,18999049,1
"872",2,18999049,1
"873",2,18999049,1
"874",2,18999049,1
"875",2,18999053,0.75
"876",2,18999053,0.75
"877",2,18999053,0.75
"878",2,18999053,0.75
"879",2,18999053,1
"880",2,18999053,1
"881",2,18999053,1
"882",2,18999053,1
"883",2,18999053,1
"884",2,18999053,1
"885",2,18999053,1
"886",2,18999053,1
"887",2,18999053,1
"888",2,18999053,1
"889",2,18999053,1
"890",2,18999053,1
"891",2,18999053,1
"892",2,18999053,1
"893",2,18999053,1
"894",2,18999053,1
"895",2,18999053,1
"896",2,18999053,1
"897",2,18999053,1
"898",2,18999053,1
"899",2,18999053,1
"900",2,18999053,1
"901",2,18999053,1
"902",2,18999053,1
"903",2,18999053,1
"904",2,18999053,1
"905",2,18999053,1
"906",2,18999053,1
"907",2,18999053,1
"908",2,18999053,1
"909",2,18999053,1
"910",2,18999053,1
"911",2,18999053,1
"912",2,18999053,1
"913",2,18999053,1
"914",2,18999053,1
"915",2,18999053,1
"916",2,18999053,1
"917",2,18999053,1
"918",2,18999053,1
"919",2,18999053,1
"920",2,18999053,1
