C:\Users\peter\Desktop\Touchscreen DOE\Subject Data\EMerge 11 26 18\TDOE_11_26_18.emrg2,,,,,,,,,,,,,
ExperimentName,Subject,Group,Buzz,Prompt,SessionDate,Block,ComparisonStimuli.ACC,ComparisonStimuli.RESP,ComparisonStimuli.RT,CorrectAnswer,NumericCorrectAnswer,FbMovie,SampleStimulus
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,11,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,12,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,13,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,14,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,15,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,16,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,17,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,18,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,19,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,20,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,21,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,22,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,23,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,24,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,25,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,26,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,27,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,28,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,29,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,30,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,31,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,32,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,33,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,34,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,35,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,36,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,37,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,38,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,39,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,40,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,41,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,42,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,43,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,44,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,45,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,46,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,47,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,48,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,49,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_TLMR,18999015,1,2,2,10/9/18,50,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,1,0,Right,2840,Left,2,Moana,Circle_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,2,1,Left,3023,Left,2,Trolls01.avi,Circle_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,3,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,4,1,Left,1194,Left,2,Trolls02.avi,Circle_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,5,1,Right,1299,Right,1,Trolls03.avi,Square_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,6,1,Right,956,Right,1,Trolls04.avi,Square_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,7,1,Right,649,Right,1,Trolls05.avi,Square_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,8,1,Left,1375,Left,2,Trolls06.avi,Circle_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,9,1,Right,613,Right,1,Trolls07.avi,Square_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,10,1,Right,780,Right,1,Trolls08.avi,Square_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,11,1,Left,1370,Left,2,Trolls09.avi,Circle_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,12,1,Left,1194,Left,2,Trolls10.avi,Circle_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,13,1,Right,1109,Right,1,Trolls11.avi,Square_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,14,1,Left,776,Left,2,Trolls12.avi,Circle_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,15,1,Left,1003,Left,2,Trolls13.avi,Circle_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,16,1,Right,600,Right,1,Trolls14.avi,Square_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,17,1,Left,1066,Left,2,Trolls15.avi,Circle_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,18,1,Left,719,Left,2,Trolls16.avi,Circle_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,19,1,Left,789,Left,2,Trolls17.avi,Circle_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,20,1,Left,2814,Left,2,Trolls18.avi,Circle_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,21,1,Right,795,Right,1,Trolls19.avi,Square_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,22,1,Left,792,Left,2,Trolls20.avi,Circle_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,23,1,Right,1287,Right,1,Trolls21.avi,Square_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,24,1,Right,1264,Right,1,Trolls22.avi,Square_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,25,1,Right,577,Right,1,Trolls23.avi,Square_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,26,1,Left,987,Left,2,Trolls24.avi,Circle_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,27,1,Right,556,Right,1,Trolls01.avi,Square_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,28,1,Left,469,Left,2,Trolls02.avi,Circle_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,29,1,Right,730,Right,1,Trolls03.avi,Square_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,30,1,Left,1406,Left,2,Trolls04.avi,Circle_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,31,1,Right,1280,Right,1,Trolls05.avi,Square_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,32,1,Left,511,Left,2,Trolls06.avi,Circle_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,33,1,Right,457,Right,1,Trolls07.avi,Square_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,34,1,Right,770,Right,1,Trolls08.avi,Square_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,35,1,Right,1367,Right,1,Trolls09.avi,Square_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,36,1,Left,507,Left,2,Trolls10.avi,Circle_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,37,1,Left,496,Left,2,Trolls11.avi,Circle_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,38,1,Right,458,Right,1,Trolls12.avi,Square_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,39,1,Left,453,Left,2,Trolls13.avi,Circle_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,40,1,Right,412,Right,1,Trolls14.avi,Square_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,41,1,Right,473,Right,1,Trolls15.avi,Square_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,42,1,Right,466,Right,1,Trolls16.avi,Square_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,43,1,Left,487,Left,2,Trolls17.avi,Circle_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,44,1,Left,484,Left,2,Trolls18.avi,Circle_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,45,1,Left,463,Left,2,Trolls19.avi,Circle_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,46,1,Right,542,Right,1,Trolls20.avi,Square_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,47,1,Right,1982,Right,1,Trolls21.avi,Square_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,48,1,Right,531,Right,1,Trolls22.avi,Square_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,49,1,Left,438,Left,2,Trolls23.avi,Circle_Solid.png
NOP_Adults_USE_Trolls,18999016,2,1,2,10/16/18,50,1,Left,464,Left,2,Trolls24.avi,Circle_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,1,0,Right,3209,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,2,1,Right,4204,Right,1,Trolls01.avi,Square_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,3,0,Left,4275,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,4,1,Left,1637,Left,2,Moana01.avi,Circle_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,5,1,Right,1422,Right,1,Trolls02.avi,Square_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,6,0,Right,892,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,7,0,Right,1185,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,8,0,Left,1000,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,9,0,Left,1026,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,10,1,Right,2436,Right,1,Trolls03.avi,Square_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,11,0,Right,1312,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,12,0,Right,898,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,13,0,Right,645,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,14,0,Right,517,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,15,0,Left,1005,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,16,1,Left,518,Left,2,Moana02.avi,Circle_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,17,1,Right,600,Right,1,Trolls04.avi,Square_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,18,0,Left,460,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,19,1,Left,1717,Left,2,Moana03.avi,Circle_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,20,1,Right,651,Right,1,Trolls05.avi,Square_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,21,0,Left,568,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,22,1,Left,842,Left,2,Moana04.avi,Circle_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,23,0,Right,1055,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,24,1,Left,811,Left,2,Moana05.avi,Circle_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,25,0,Right,740,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,26,0,Left,407,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,27,0,Left,332,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,28,0,Left,627,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,29,1,Right,339,Right,1,Trolls06.avi,Square_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,30,1,Left,602,Left,2,Moana06.avi,Circle_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,31,1,Right,465,Right,1,Trolls07.avi,Square_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,32,1,Left,397,Left,2,Moana07.avi,Circle_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,33,1,Left,407,Left,2,Moana08.avi,Circle_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,34,1,Left,378,Left,2,Moana09.avi,Circle_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,35,1,Left,448,Left,2,Moana10.avi,Circle_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,36,1,Right,680,Right,1,Trolls08.avi,Square_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,37,1,Right,448,Right,1,Trolls09.avi,Square_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,38,1,Right,776,Right,1,Trolls10.avi,Square_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,39,1,Right,424,Right,1,Trolls11.avi,Square_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,40,1,Right,405,Right,1,Trolls12.avi,Square_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,41,1,Right,377,Right,1,Trolls13.avi,Square_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,42,1,Right,357,Right,1,Trolls14.avi,Square_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,43,1,Left,2171,Left,2,Moana11.avi,Circle_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,44,1,Right,438,Right,1,Trolls15.avi,Square_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,45,1,Left,438,Left,2,Moana12.avi,Circle_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,46,1,Left,2032,Left,2,Moana13.avi,Circle_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,47,1,Left,789,Left,2,Moana14.avi,Circle_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,48,1,Right,546,Right,1,Trolls16.avi,Square_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,49,1,Left,508,Left,2,Moana15.avi,Circle_Solid.png
DOP_Adults_NoBuzz_MLTR,18999017,1,2,2,10/16/18,50,1,Left,329,Left,2,Moana16.avi,Circle_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,1,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,2,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,3,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,4,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,5,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,6,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,7,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,8,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,9,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,10,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,11,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,12,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,13,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,14,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,15,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,16,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,17,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,18,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,19,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,20,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,21,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,22,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,23,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,24,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,25,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,26,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,27,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,28,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,29,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,30,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,31,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,32,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,33,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,34,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,35,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,36,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,37,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,38,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,39,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,40,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,41,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,42,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,43,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,44,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,45,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,46,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,47,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,48,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,49,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
NOP_Adults_NoBuzz_Moana,18999018,2,2,2,10/16/18,50,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_TLMR,18999019,1,2,2,10/18/18,1,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_TLMR,18999019,1,2,2,10/18/18,2,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_TLMR,18999019,1,2,2,10/18/18,3,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_TLMR,18999019,1,2,2,10/18/18,4,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_TLMR,18999019,1,2,2,10/18/18,5,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_TLMR,18999019,1,2,2,10/18/18,6,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_TLMR,18999019,1,2,2,10/18/18,7,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_TLMR,18999019,1,2,2,10/18/18,8,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_TLMR,18999019,1,2,2,10/18/18,9,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_TLMR,18999019,1,2,2,10/18/18,10,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_TLMR,18999019,1,2,2,10/18/18,11,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_TLMR,18999019,1,2,2,10/18/18,12,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_TLMR,18999019,1,2,2,10/18/18,13,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_TLMR,18999019,1,2,2,10/18/18,14,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_TLMR,18999019,1,2,2,10/18/18,15,0,TimedOut,5000,Left,2,Moana,Circle_Solid.png
DOP_Adults_NoBuzz_TLMR,18999019,1,2,2,10/18/18,16,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
DOP_Adults_NoBuzz_TLMR,18999019,1,2,2,10/18/18,17,0,TimedOut,5000,Right,1,Trolls,Square_Solid.png
